time,device_id,acoustic_event,battery_voltage,solar_voltage,rssi,snr,lora_sf,pressure,altitude_m,temperature
2026-05-31T20:09:59.314755+00:00,stratolink-2,0,4.658,0.008,-51,7,7,1015.8,,30.1
2026-05-31T20:15:33.310934+00:00,stratolink-2,0,4.668,0.008,-60,9,7,1015.7,,29.1
2026-05-31T20:21:07.318003+00:00,stratolink-2,0,4.656,0.006,-60,10,7,1015.7,,28.7
2026-05-31T20:26:41.314689+00:00,stratolink-2,0,4.668,0.006,-60,10.25,7,1015.7,,28.7
2026-05-31T20:32:15.312005+00:00,stratolink-2,0,4.664,0.006,-58,9.75,7,1015.7,,28.7
2026-05-31T20:37:49.281644+00:00,stratolink-2,0,4.668,0.008,-54,9.75,7,1015.7,,28.7
2026-05-31T20:43:24.323689+00:00,stratolink-2,0,4.664,0.006,-69,9.5,7,1015.6,,28.6
2026-05-31T20:48:58.320089+00:00,stratolink-2,0,4.668,0.006,-63,10,7,1015.6,,28.6
2026-05-31T20:54:32.33107+00:00,stratolink-2,0,4.66,0.008,-63,6.5,7,1015.6,,28.5
2026-05-31T21:00:06.310437+00:00,stratolink-2,0,4.664,0.006,-61,9.5,7,1015.6,,28.5
2026-05-31T21:05:40.489235+00:00,stratolink-2,0,4.658,0.006,-61,9.5,7,1015.5,,28.4
2026-05-31T21:11:15.318035+00:00,stratolink-2,0,4.658,0.008,-60,10.75,7,1015.5,,28.5
2026-05-31T21:16:49.309578+00:00,stratolink-2,0,4.66,0.006,-76,9.25,7,1015.4,,28.7
2026-05-31T21:22:23.299702+00:00,stratolink-2,0,4.664,0.008,-52,10.25,7,1015.4,,28.9
2026-05-31T21:27:57.322277+00:00,stratolink-2,0,4.658,0.008,-51,10,7,1015.4,,28.9
2026-05-31T21:33:31.314553+00:00,stratolink-2,0,4.668,0.006,-55,9.25,7,1015.3,,29
2026-05-31T21:39:05.312186+00:00,stratolink-2,0,4.66,0.008,-57,6.5,7,1015.3,,29.8
2026-05-31T21:50:51.097333+00:00,stratolink-2,0,4.664,0.47,-55,9,7,1015.3,-11,30.2
2026-05-31T21:56:09.118996+00:00,stratolink-2,0,4.66,0.006,-60,9.5,7,1015.2,30,28.5
2026-05-31T22:00:15.340113+00:00,stratolink-2,0,4.662,0.022,-55,10.5,7,1015.2,,29.5
2026-05-31T22:05:49.32985+00:00,stratolink-2,0,4.664,0.002,-59,6.5,7,1015.1,,28.4
2026-05-31T22:11:23.313336+00:00,stratolink-2,0,4.658,0.002,-57,10.5,7,1015.1,,28.5
2026-05-31T22:16:57.317753+00:00,stratolink-2,0,4.664,0.006,-55,9,7,1015.1,,28.5
2026-05-31T23:08:30.309831+00:00,stratolink-2,0,4.664,0.012,-53,9.75,7,1014.6,,28.2
2026-06-01T00:04:20.079859+00:00,stratolink-2,0,4.662,0.448,-60,9.25,7,1014.2,1,29
2026-06-01T00:09:28.078708+00:00,stratolink-2,0,4.664,0.006,-48,9.25,7,1014.1,29,27
2026-06-01T00:14:36.0808+00:00,stratolink-2,0,4.66,0.008,-49,8.25,7,1014.1,-6,26.9
2026-06-01T00:19:44.063084+00:00,stratolink-2,0,4.664,0.008,-51,9.5,7,1014,14,26.7
2026-06-01T00:25:04.089784+00:00,stratolink-2,0,4.664,0.004,-49,9.25,7,1014,-60,26.9
2026-06-01T00:30:21.094538+00:00,stratolink-2,0,4.65,0.006,-51,10.25,7,1014,-20,26.8
2026-06-01T00:35:29.092459+00:00,stratolink-2,0,4.664,0.008,-49,8.5,7,1014,-41,26.5
2026-06-01T00:40:43.088583+00:00,stratolink-2,0,4.664,0.006,-49,8.5,7,1014,-5,26.5
2026-06-01T00:45:51.085827+00:00,stratolink-2,0,4.67,0.004,-51,9.75,7,1013.9,1,26.3
2026-06-01T00:50:58.082523+00:00,stratolink-2,0,4.658,0.006,-49,9.75,7,1013.9,5,26.2
2026-06-01T00:56:05.099836+00:00,stratolink-2,0,4.648,0.006,-51,7,7,1013.8,-4,26.1
2026-06-01T01:01:21.113763+00:00,stratolink-2,0,4.664,0.006,-51,9.25,7,1013.8,19,26.2
2026-06-01T01:06:29.110072+00:00,stratolink-2,0,4.65,0.008,-51,9.25,7,1013.8,-2,25.9
2026-06-01T01:11:45.075794+00:00,stratolink-2,0,4.664,0.008,-48,8.75,7,1013.7,81,26
2026-06-01T01:17:03.095105+00:00,stratolink-2,0,4.664,0.008,-51,10.5,7,1013.7,14,26
2026-06-01T01:22:15.067713+00:00,stratolink-2,0,4.65,0.008,-52,9.5,7,1013.7,-35,25.8
2026-06-01T01:27:22.078214+00:00,stratolink-2,0,4.66,0.008,-52,9.5,7,1013.6,-2,25.7
2026-06-01T01:32:29.079876+00:00,stratolink-2,0,4.664,0.006,-51,10.5,7,1013.6,-5,25.6
2026-06-01T01:38:03.178853+00:00,stratolink-2,0,4.664,0.008,-51,7.5,7,1013.5,,26.1
2026-06-01T01:43:21.061045+00:00,stratolink-2,0,4.662,0.008,-51,9.5,7,1013.6,-3,25.7
2026-06-01T01:48:39.071543+00:00,stratolink-2,0,4.66,0.004,-51,9.25,7,1013.6,61,25.5
2026-06-01T01:53:46.087103+00:00,stratolink-2,0,4.66,0.006,-49,9.5,7,1013.5,-12,25.3
2026-06-01T01:58:54.089792+00:00,stratolink-2,0,4.66,0.006,-51,10,7,1013.5,-7,25.2
2026-06-01T02:04:05.088872+00:00,stratolink-2,0,4.66,0.006,-51,9,7,1013.5,-67,25.2
2026-06-01T02:09:25.082984+00:00,stratolink-2,0,4.654,0.008,-52,9.75,7,1013.6,-39,25.3
2026-06-01T02:14:36.098761+00:00,stratolink-2,0,4.664,0.008,-51,9.5,7,1013.6,23,24.9
2026-06-01T02:20:10.342574+00:00,stratolink-2,0,4.664,0.006,-53,7.25,7,1013.5,,25.3
2026-06-01T02:25:25.079339+00:00,stratolink-2,0,4.666,0.006,-51,10,7,1013.5,-17,24.8
2026-06-01T02:30:36.293053+00:00,stratolink-2,0,4.67,0.006,-51,9.5,7,1013.5,9,24.7
2026-06-01T02:35:53.076724+00:00,stratolink-2,0,4.664,0.006,-51,10.25,7,1013.5,6,24.7
2026-06-01T02:41:27.35249+00:00,stratolink-2,0,4.664,0.002,-51,10.25,7,1013.5,,25
2026-06-01T02:47:01.171222+00:00,stratolink-2,0,4.658,0.006,-52,9.75,7,1013.5,,24.9
2026-06-01T02:52:21.102506+00:00,stratolink-2,0,4.656,0.004,-53,10,7,1013.6,16,24.5
2026-06-01T02:57:30.079025+00:00,stratolink-2,0,4.654,0.008,-51,10.5,7,1013.7,14,24.2
2026-06-01T03:03:03.183716+00:00,stratolink-2,0,4.66,0.006,-49,7.25,7,1013.7,,24.6
2026-06-01T03:08:36.33949+00:00,stratolink-2,0,4.654,0.008,-49,9,7,1013.8,,24.6
2026-06-01T03:13:48.098665+00:00,stratolink-2,0,4.662,0.006,-53,9.5,7,1013.8,79,24
2026-06-01T03:18:57.086424+00:00,stratolink-2,0,4.654,0.006,-51,10.25,7,1013.7,-29,23.8
2026-06-01T03:24:30.342432+00:00,stratolink-2,0,4.664,0.008,-51,9.5,7,1013.8,,24.3
2026-06-01T03:29:42.078283+00:00,stratolink-2,0,4.654,0.006,-50,8.5,7,1013.8,24,23.7
2026-06-01T03:35:15.358579+00:00,stratolink-2,0,4.666,0.006,-54,9,7,1013.7,,24.1
2026-06-01T03:40:39.079864+00:00,stratolink-2,0,4.658,0.006,-52,10,7,1013.7,109,23.8
2026-06-01T03:45:55.089012+00:00,stratolink-2,0,4.658,0.008,-53,8,7,1013.7,-53,23.6
2026-06-01T03:51:04.097353+00:00,stratolink-2,0,4.666,0.006,-49,8.75,7,1013.7,-267,23.3
2026-06-01T03:56:17.085842+00:00,stratolink-2,0,4.66,0.006,-49,8.5,7,1013.7,0,23.3
2026-06-01T04:01:31.088912+00:00,stratolink-2,0,4.664,0.006,-51,9.75,7,1013.7,-34,23.3
2026-06-01T04:07:02.086411+00:00,stratolink-2,0,4.668,0.006,-49,8.5,7,1013.7,63,23.6
2026-06-01T04:12:16.064799+00:00,stratolink-2,0,4.658,0.006,-51,10,7,1013.7,97,23
2026-06-01T04:17:29.104405+00:00,stratolink-2,0,4.654,0.006,-53,9.75,7,1013.7,0,23
2026-06-01T04:22:53.08844+00:00,stratolink-2,0,4.664,0.004,-49,9.75,7,1013.7,-143,23.2
2026-06-01T04:28:09.101315+00:00,stratolink-2,0,4.666,0.008,-51,7.25,7,1013.7,149,22.9
2026-06-01T04:33:42.18637+00:00,stratolink-2,0,4.662,0.008,-48,9,7,1013.7,,23.4
2026-06-01T04:39:15.175555+00:00,stratolink-2,0,4.664,0.006,-49,10.25,7,1013.7,,23.5
2026-06-01T04:44:27.083502+00:00,stratolink-2,0,4.668,0.006,-46,9.25,7,1013.8,-72,23
2026-06-01T04:50:01.278018+00:00,stratolink-2,0,4.664,0.006,-46,9,7,1013.8,,23.5
2026-06-01T04:55:15.066438+00:00,stratolink-2,0,4.658,0.006,-49,10,7,1013.9,-21,23.1
2026-06-01T05:00:34.08814+00:00,stratolink-2,0,4.66,0.004,-51,9.5,7,1013.9,-17,23.2
2026-06-01T05:05:53.086304+00:00,stratolink-2,0,4.668,0.006,-48,9.25,7,1013.9,136,23.2
2026-06-01T05:11:26.354864+00:00,stratolink-2,0,4.66,0.004,-43,6.75,7,1013.9,,23.5
2026-06-01T05:17:00.341613+00:00,stratolink-2,0,4.664,0.004,-48,9.75,7,1014,,23.5
2026-06-01T05:22:34.21004+00:00,stratolink-2,0,4.67,0.008,-47,8.5,7,1014,,23.5
2026-06-01T05:28:08.356711+00:00,stratolink-2,0,4.664,0.006,-48,9.25,7,1013.9,,23.5
2026-06-01T05:33:42.188656+00:00,stratolink-2,0,4.658,0.006,-46,9.5,7,1014,,23.5
2026-06-01T05:39:15.36441+00:00,stratolink-2,0,4.664,0.004,-49,9.5,7,1014,,23.5
2026-06-01T05:44:48.334616+00:00,stratolink-2,0,4.654,0.004,-49,10,7,1014.1,,23.5
2026-06-01T05:50:21.363717+00:00,stratolink-2,0,4.654,0.006,-48,11.25,7,1014,,23.5
2026-06-01T05:55:41.09292+00:00,stratolink-2,0,4.664,0.008,-43,6.5,7,1014.1,-163,23.1
2026-06-01T06:01:06.103951+00:00,stratolink-2,0,4.668,0.006,-47,8.5,7,1014.1,-18,23.2
2026-06-01T06:06:16.097591+00:00,stratolink-2,0,4.664,0.006,-49,10,7,1014.1,-1,22.8
2026-06-01T06:11:31.095769+00:00,stratolink-2,0,4.666,0.006,-48,9.75,7,1014.1,-33,22.9
2026-06-01T06:16:56.080906+00:00,stratolink-2,0,4.662,0.006,-46,9,7,1014,-139,23.1
2026-06-01T06:22:12.085594+00:00,stratolink-2,0,4.658,0.006,-48,10,7,1014.1,31,22.8
2026-06-01T06:27:45.342951+00:00,stratolink-2,0,4.664,0.006,-49,10,7,1014,,23.2
2026-06-01T06:33:18.223982+00:00,stratolink-2,0,4.664,0.006,-48,9.25,7,1013.9,,23.1
2026-06-01T06:38:51.213464+00:00,stratolink-2,0,4.664,0.006,-48,7.25,7,1013.9,,23.1
2026-06-01T06:44:25.296676+00:00,stratolink-2,0,4.658,0.004,-47,9,7,1013.9,,23.2
2026-06-01T06:49:59.226067+00:00,stratolink-2,0,4.664,0.004,-47,9,7,1014,,23.2
2026-06-01T06:55:32.180301+00:00,stratolink-2,0,4.658,0.004,-47,9,7,1013.8,,23.1
2026-06-01T07:00:40.677031+00:00,stratolink-2,0,4.664,0.006,-48,10,7,1013.8,34,22.6
2026-06-01T07:05:47.109065+00:00,stratolink-2,0,4.65,0.004,-49,8.5,7,1013.7,-46,22.5
2026-06-01T07:10:55.096485+00:00,stratolink-2,0,4.664,0.006,-49,10.75,7,1013.6,11,22.5
2026-06-01T07:16:01.094163+00:00,stratolink-2,0,4.664,0.004,-49,11,7,1013.7,-49,22.4
2026-06-01T07:21:08.100516+00:00,stratolink-2,0,4.66,0.006,-48,7.5,7,1013.8,-26,22.4
2026-06-01T07:26:17.075408+00:00,stratolink-2,0,4.664,0.008,-47,8,7,1013.7,-27,22.4
2026-06-01T07:31:27.071725+00:00,stratolink-2,0,4.668,0.008,-46,9,7,1013.7,20,22.4
2026-06-01T07:36:58.088207+00:00,stratolink-2,0,4.658,0.008,-46,9.25,7,1013.6,-43,22.8
2026-06-01T07:42:09.097408+00:00,stratolink-2,0,4.666,0.006,-49,11,7,1013.5,-30,22.4
2026-06-01T07:47:15.087947+00:00,stratolink-2,0,4.664,0.008,-49,9.5,7,1013.5,-50,22.2
2026-06-01T07:52:20.092614+00:00,stratolink-2,0,4.654,0.006,-48,9.75,7,1013.5,-15,22.2
2026-06-01T07:57:26.090992+00:00,stratolink-2,0,4.658,0.004,-48,9.75,7,1013.4,-18,22.2
2026-06-01T08:07:39.100733+00:00,stratolink-2,0,4.65,0.004,-49,10.25,7,1013.4,-19,22.1
2026-06-01T08:12:46.091645+00:00,stratolink-2,0,4.656,0.004,-48,10,7,1013.4,-9,22.1
2026-06-01T08:18:01.143123+00:00,stratolink-2,0,4.658,0.004,-48,10,7,1013.4,4,22.2
2026-06-01T08:23:11.082698+00:00,stratolink-2,0,4.664,0.004,-49,9,7,1013.3,-36,22.1
2026-06-01T08:28:44.37825+00:00,stratolink-2,0,4.66,0.004,-49,10,7,1013.3,,22.6
2026-06-01T08:34:16.144721+00:00,stratolink-2,0,4.658,0.004,-48,9.25,7,1013.3,-18,22.5
2026-06-01T08:39:28.094147+00:00,stratolink-2,0,4.66,0.002,-47,8.75,7,1013.3,27,22
2026-06-01T08:44:42.074887+00:00,stratolink-2,0,4.658,0.006,-41,6.25,7,1013.2,-39,22.1
2026-06-01T08:49:52.077418+00:00,stratolink-2,0,4.658,0.006,-48,9.25,7,1013.2,-63,22
2026-06-01T08:55:25.19055+00:00,stratolink-2,0,4.65,0.006,-49,10.5,7,1013.2,,22.5
2026-06-01T09:00:32.082859+00:00,stratolink-2,0,4.664,0.004,-47,9.25,7,1013,26,21.9
2026-06-01T09:05:46.082817+00:00,stratolink-2,0,4.668,0.006,-49,9,7,1013.1,14,21.9
2026-06-01T09:11:14.068673+00:00,stratolink-2,0,4.67,0.008,-49,9.75,7,1013.1,-89,22.3
2026-06-01T09:16:22.083852+00:00,stratolink-2,0,4.67,0.006,-48,9,7,1013.1,13,21.8
2026-06-01T09:21:32.09686+00:00,stratolink-2,0,4.666,0.006,-48,10,7,1013.1,0,21.8
2026-06-01T09:26:47.099157+00:00,stratolink-2,0,4.664,0.006,-46,7.25,7,1013.1,-37,21.9
2026-06-01T09:32:04.09537+00:00,stratolink-2,0,4.664,0.004,-48,9.25,7,1013.1,18,21.9
2026-06-01T09:37:37.186879+00:00,stratolink-2,0,4.67,0.006,-49,9.5,7,1013.1,,22.2
2026-06-01T09:42:57.088922+00:00,stratolink-2,0,4.662,0.006,-47,8.5,7,1013.1,125,22
2026-06-01T09:48:06.082272+00:00,stratolink-2,0,4.664,0.004,-48,9,7,1013,-130,21.6
2026-06-01T09:53:17.087759+00:00,stratolink-2,0,4.664,0.004,-48,8.75,7,1013.1,23,21.6
2026-06-01T09:58:50.114114+00:00,stratolink-2,0,4.668,0.006,-48,9.5,7,1013.1,-314,22.1
2026-06-01T10:04:04.096176+00:00,stratolink-2,0,4.664,0.006,-48,9,7,1013,-69,21.7
2026-06-01T10:09:12.091812+00:00,stratolink-2,0,4.668,0.004,-45,6.25,7,1013,84,21.5
2026-06-01T10:14:23.094641+00:00,stratolink-2,0,4.658,0.006,-48,9.75,7,1013,-68,21.5
2026-06-01T10:19:41.105711+00:00,stratolink-2,0,4.664,0.006,-48,8.75,7,1013,-48,21.7
2026-06-01T10:24:50.093836+00:00,stratolink-2,0,4.66,0.004,-48,9.75,7,1013,-16,21.4
2026-06-01T10:29:59.082545+00:00,stratolink-2,0,4.65,0.006,-49,9.25,7,1013,-15,21.4
2026-06-01T10:35:09.084537+00:00,stratolink-2,0,4.66,0.006,-49,10.25,7,1012.9,-2,21.4
2026-06-01T10:40:17.46771+00:00,stratolink-2,0,4.662,0.004,-47,9,7,1012.9,-28,21.3
2026-06-01T10:45:28.085594+00:00,stratolink-2,0,4.66,0.006,-47,9.75,7,1013,26,21.4
2026-06-01T10:50:36.086205+00:00,stratolink-2,0,4.664,0.004,-49,7,7,1013,-54,21.3
2026-06-01T10:55:44.106975+00:00,stratolink-2,0,4.662,0.004,-48,9.5,7,1013,-9,21.3
2026-06-01T11:01:09.071921+00:00,stratolink-2,0,4.656,0.006,-49,10.25,7,1013,-58,21.6
2026-06-01T11:06:42.37351+00:00,stratolink-2,0,4.662,0.004,-46,9.25,7,1013.1,,21.8
2026-06-01T11:12:15.212837+00:00,stratolink-2,0,4.656,0.006,-47,9.25,7,1013.1,,21.7
2026-06-01T11:17:49.181833+00:00,stratolink-2,0,4.664,0.006,-49,10.25,7,1013,,21.7
2026-06-01T11:23:09.107183+00:00,stratolink-2,0,4.658,0.004,-48,9.75,7,1013,-69,21.4
2026-06-01T11:28:18.241799+00:00,stratolink-2,0,4.664,0.006,-48,10,7,1013,-56,21.1
2026-06-01T11:33:28.097822+00:00,stratolink-2,0,4.658,0.006,-46,6.5,7,1013.1,-10,21.2
2026-06-01T11:38:37.110685+00:00,stratolink-2,0,4.664,0.006,-48,9.25,7,1013.1,-46,21.1
2026-06-01T11:43:54.101154+00:00,stratolink-2,0,4.664,0.008,-47,9.5,7,1013,-128,21.2
2026-06-01T11:49:27.196243+00:00,stratolink-2,0,4.66,0.006,-47,9,7,1013,,21.6
2026-06-01T11:55:00.18397+00:00,stratolink-2,0,4.658,0.008,-48,9,7,1013.1,,21.5
2026-06-01T12:00:14.082704+00:00,stratolink-2,0,4.658,0.004,-49,9.75,7,1013,-13,21.1
2026-06-01T12:05:25.069915+00:00,stratolink-2,0,4.67,0.006,-49,9.25,7,1013,-9,21
2026-06-01T12:10:36.077959+00:00,stratolink-2,0,4.668,0.006,-47,9.5,7,1013,-9,21
2026-06-01T12:15:48.100223+00:00,stratolink-2,0,4.664,0.004,-48,6.75,7,1013,-24,21
2026-06-01T12:21:02.089494+00:00,stratolink-2,0,4.654,0.004,-48,10.75,7,1013,3,21
2026-06-01T12:26:14.099045+00:00,stratolink-2,0,4.654,0.006,-48,10,7,1013,-29,20.9
2026-06-01T12:31:27.062481+00:00,stratolink-2,0,4.664,0.006,-46,10,7,1013.1,-117,20.9
2026-06-01T12:36:41.088854+00:00,stratolink-2,0,4.66,0.006,-48,8.5,7,1013.1,53,20.9
2026-06-01T12:42:07.108066+00:00,stratolink-2,0,4.65,0.006,-49,9.5,7,1013.2,45,21.2
2026-06-01T12:47:21.079679+00:00,stratolink-2,0,4.664,0.002,-49,10.25,7,1013.2,22,20.9
2026-06-01T12:52:31.093764+00:00,stratolink-2,0,4.662,0.004,-48,9.75,7,1013.1,-37,20.8
2026-06-01T12:57:41.082638+00:00,stratolink-2,0,4.664,0.006,-43,6.5,7,1013.1,34,20.8
2026-06-01T13:02:48.080556+00:00,stratolink-2,0,4.668,0.006,-46,8.5,7,1013.1,-54,20.8
2026-06-01T13:07:59.089469+00:00,stratolink-2,0,4.664,0.004,-48,9.75,7,1013.2,-33,20.8
2026-06-01T13:13:08.089869+00:00,stratolink-2,0,4.66,0.004,-47,8.75,7,1013.2,2,20.9
2026-06-01T13:18:15.086896+00:00,stratolink-2,0,4.67,0.004,-47,9,7,1013.2,-31,20.9
2026-06-01T13:23:24.103826+00:00,stratolink-2,0,4.66,0.006,-49,8.75,7,1013.1,-26,21
2026-06-01T13:28:38.081026+00:00,stratolink-2,0,4.664,0.006,-49,9.5,7,1013.2,141,21.1
2026-06-01T13:33:50.083616+00:00,stratolink-2,0,4.666,0.004,-48,10,7,1013.2,24,21.2
2026-06-01T13:39:00.584819+00:00,stratolink-2,0,4.664,0.004,-48,7,7,1013.3,8,21.2
2026-06-01T13:44:33.209904+00:00,stratolink-2,0,4.668,0.006,-48,9,7,1013.3,,21.8
2026-06-01T13:49:42.069444+00:00,stratolink-2,0,4.67,0.006,-47,8.75,7,1013.3,3,21.3
2026-06-01T13:54:57.240825+00:00,stratolink-2,0,4.654,0.004,-48,9.5,7,1013.3,32,21.5
2026-06-01T14:00:06.094576+00:00,stratolink-2,0,4.658,0.006,-47,9.5,7,1013.3,152,21.5
2026-06-01T14:05:17.085343+00:00,stratolink-2,0,4.66,0.006,-51,9.75,7,1013.3,-3,21.6
2026-06-01T14:10:40.102425+00:00,stratolink-2,0,4.668,0.008,-48,8.25,7,1013.3,-12,21.9
2026-06-01T14:15:52.079027+00:00,stratolink-2,0,4.66,0.006,-48,10.5,7,1013.3,0,21.8
2026-06-01T14:21:25.284806+00:00,stratolink-2,0,4.658,0.004,-43,7,7,1013.4,,22.4
2026-06-01T14:26:36.082072+00:00,stratolink-2,0,4.668,0.004,-49,10,7,1013.3,-3,22
2026-06-01T14:31:51.093184+00:00,stratolink-2,0,4.658,0.006,-47,9.5,7,1013.3,11,22.2
2026-06-01T14:37:10.079654+00:00,stratolink-2,0,4.666,0.006,-47,9.25,7,1013.3,-50,22.4
2026-06-01T14:42:43.34298+00:00,stratolink-2,0,4.658,0.008,-46,8.75,7,1013.3,,22.8
2026-06-01T14:47:52.081883+00:00,stratolink-2,0,4.658,0.008,-49,9.5,7,1013.2,-20,22.4
2026-06-01T14:53:03.671235+00:00,stratolink-2,0,4.664,0.006,-48,9.75,7,1013.2,0,22.6
2026-06-01T14:58:24.67648+00:00,stratolink-2,0,4.66,0.006,-45,8.75,7,1013.2,-9,23
2026-06-01T15:03:32.08475+00:00,stratolink-2,0,4.66,0.006,-46,6.75,7,1013.2,23,22.9
2026-06-01T15:08:49.252489+00:00,stratolink-2,0,4.66,0.006,-47,9.75,7,1013.2,29,23.2
2026-06-01T15:13:57.449568+00:00,stratolink-2,0,4.668,0.006,-46,9.25,7,1013.2,28,23.2
2026-06-01T15:19:30.335126+00:00,stratolink-2,0,4.668,0.006,-47,10.5,7,1013.1,,23.9
2026-06-01T15:25:03.385708+00:00,stratolink-2,0,4.662,0.006,-47,10,7,1013.1,,24.2
2026-06-01T15:30:11.079075+00:00,stratolink-2,0,4.67,0.006,-47,10.25,7,1013.1,1,23.8
2026-06-01T15:35:21.085485+00:00,stratolink-2,0,4.66,0.006,-48,9.75,7,1013.1,-104,24
